GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,45.78630136986301,Y,6.556164383561644,14.4-22.2w
M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,High skill tech staff,4,approved,30.46849315068493,Y,7.027397260273973,14.4-22.2w
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,57.85479452054795,N,,7.2-10.8w
M,N,Y,0,211500.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,27.594520547945205,Y,3.0164383561643837,14.4-22.2w
M,N,N,0,166500.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,23.016438356164382,Y,1.2328767123287672,14.4-22.2w
F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,4,approved,42.104109589041094,Y,15.057534246575342,7.2-10.8w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,approved,56.06301369863014,Y,6.353424657534247,10.8-14.4w
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,38.62465753424657,Y,6.183561643835616,14.4-22.2w
F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,49.16986301369863,Y,0.5232876712328767,3.6-7.2w
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,44.413698630136984,Y,3.852054794520548,10.8-14.4w
F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,Medicine staff,2,approved,61.364383561643834,Y,9.605479452054794,14.4-22.2w
M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,35.42465753424658,Y,7.8493150684931505,14.4-22.2w
F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,Unknown,2,approved,27.882191780821916,Y,6.4082191780821915,10.8-14.4w
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,43.1945205479452,Y,2.9753424657534246,10.8-14.4w
F,N,Y,0,202500.0,Commercial associate,Higher education,not married,House / apartment,Unknown,1,approved,38.74794520547945,Y,5.676712328767123,14.4-22.2w
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,55.0,Y,19.213698630136985,3.6-7.2w
F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,3,approved,37.99452054794521,Y,8.241095890410959,3.6-7.2w
M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,57.52876712328767,Y,8.032876712328767,30-66w
F,N,Y,0,112500.0,Working,Incomplete higher,Married,House / apartment,Unknown,2,approved,25.482191780821918,Y,4.7972602739726025,10.8-14.4w
M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,Managers,4,approved,47.342465753424655,Y,1.547945205479452,22.2-30w
M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,not married,With parents,Managers,1,approved,28.39178082191781,Y,3.5123287671232877,30-66w
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,approved,49.394520547945206,Y,10.69041095890411,3.6-7.2w
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,41.37808219178082,Y,8.64109589041096,14.4-22.2w
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,49.912328767123284,Y,4.2164383561643834,22.2-30w
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,approved,48.37260273972603,Y,3.356164383561644,22.2-30w
F,N,N,2,81000.0,Working,Lower secondary,not married,House / apartment,Sales staff,3,approved,42.11780821917808,Y,6.391780821917808,7.2-10.8w
F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.47123287671233,N,,14.4-22.2w
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,39.556164383561644,Y,0.6438356164383562,10.8-14.4w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,38.57534246575342,Y,5.120547945205479,10.8-14.4w
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,53.69315068493151,Y,32.71232876712329,14.4-22.2w
M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,46.11780821917808,Y,9.63013698630137,22.2-30w
F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,41.797260273972604,Y,9.016438356164384,30-66w
F,Y,Y,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,46.47123287671233,Y,1.115068493150685,30-66w
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,37.23561643835617,Y,8.893150684931507,22.2-30w
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,67.56712328767124,N,,14.4-22.2w
M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,Managers,3,approved,27.276712328767122,Y,1.2164383561643837,14.4-22.2w
M,N,Y,0,90000.0,Working,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,28.956164383561642,Y,0.6191780821917808,7.2-10.8w
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,33.00821917808219,Y,5.2684931506849315,10.8-14.4w
F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,66.7013698630137,N,,7.2-10.8w
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,42.76986301369863,N,,14.4-22.2w
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unknown,2,approved,55.84109589041096,N,,7.2-10.8w
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,34.14246575342466,Y,0.7643835616438356,22.2-30w
F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,47.25753424657534,Y,4.550684931506849,14.4-22.2w
M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,44.9972602739726,Y,3.9945205479452053,14.4-22.2w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,63.06301369863014,N,,10.8-14.4w
M,Y,N,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,33.58904109589041,Y,2.4547945205479453,10.8-14.4w
M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,Drivers,3,approved,34.726027397260275,Y,3.638356164383562,30-66w
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Unknown,1,approved,52.394520547945206,Y,1.8356164383561644,10.8-14.4w
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,28.339726027397262,Y,6.93972602739726,10.8-14.4w
F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,Managers,2,approved,38.728767123287675,Y,20.273972602739725,22.2-30w
M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,60.62739726027397,N,,7.2-10.8w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,41.1945205479452,Y,9.147945205479452,10.8-14.4w
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,28.405479452054795,Y,3.4493150684931506,10.8-14.4w
F,N,N,0,193500.0,Working,Secondary / secondary special,not married,Municipal apartment,Laborers,1,approved,44.106849315068494,Y,5.112328767123287,14.4-22.2w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Private service staff,2,approved,30.147945205479452,Y,4.301369863013699,10.8-14.4w
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,48.178082191780824,Y,0.6438356164383562,14.4-22.2w
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,approved,33.989041095890414,Y,0.726027397260274,10.8-14.4w
M,N,N,1,247500.0,Working,Higher education,not married,House / apartment,Laborers,2,approved,37.85205479452055,Y,5.123287671232877,22.2-30w
M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,approved,43.917808219178085,Y,6.958904109589041,30-66w
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,approved,31.38082191780822,Y,4.597260273972603,3.6-7.2w
F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,51.85479452054795,Y,8.158904109589042,30-66w
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,59.66575342465753,N,,14.4-22.2w
F,N,N,3,171000.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,5,approved,37.512328767123286,Y,9.602739726027398,14.4-22.2w
F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,Core staff,1,approved,33.88767123287671,Y,0.5123287671232877,10.8-14.4w
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,Managers,2,approved,54.33972602739726,Y,1.3068493150684932,30-66w
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,41.18082191780822,Y,3.9342465753424656,14.4-22.2w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,52.397260273972606,N,,10.8-14.4w
F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,Core staff,1,approved,48.136986301369866,Y,5.419178082191781,30-66w
F,N,Y,0,135000.0,Working,Higher education,not married,House / apartment,Managers,1,approved,24.931506849315067,Y,3.1041095890410957,10.8-14.4w
M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,approved,39.02191780821918,Y,9.684931506849315,14.4-22.2w
F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,Core staff,2,approved,28.26027397260274,Y,8.178082191780822,14.4-22.2w
F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,51.227397260273975,Y,29.473972602739725,22.2-30w
F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,Unknown,1,approved,55.85753424657534,N,,10.8-14.4w
M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,Core staff,3,approved,37.66301369863014,Y,17.186301369863013,22.2-30w
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.50410958904109,N,,22.2-30w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,approved,53.71780821917808,Y,11.747945205479452,10.8-14.4w
M,Y,N,0,292500.0,Working,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,38.35342465753425,Y,4.1808219178082195,22.2-30w
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,4,approved,31.54794520547945,Y,0.24383561643835616,14.4-22.2w
F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,56.05205479452055,Y,18.986301369863014,22.2-30w
F,N,Y,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,48.87671232876713,Y,4.950684931506849,22.2-30w
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,41.515068493150686,Y,8.610958904109589,14.4-22.2w
M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,4,approved,40.0986301369863,Y,10.547945205479452,22.2-30w
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,66.81369863013698,N,,10.8-14.4w
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,27.336986301369862,Y,4.517808219178082,14.4-22.2w
F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,Cleaning staff,4,approved,30.87123287671233,Y,12.493150684931507,3.6-7.2w
F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,Sales staff,3,approved,43.602739726027394,Y,2.1506849315068495,7.2-10.8w
F,N,Y,1,112500.0,State servant,Incomplete higher,Married,House / apartment,Secretaries,3,approved,29.934246575342467,Y,9.780821917808218,10.8-14.4w
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.11780821917808,N,,7.2-10.8w
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,29.89041095890411,Y,6.435616438356164,10.8-14.4w
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,36.1945205479452,Y,2.128767123287671,10.8-14.4w
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff,2,approved,49.76712328767123,Y,31.372602739726027,3.6-7.2w
M,Y,Y,0,162000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,28.454794520547946,Y,1.1287671232876713,14.4-22.2w
M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,approved,22.66849315068493,Y,2.032876712328767,14.4-22.2w
F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,Core staff,4,approved,38.98082191780822,Y,16.301369863013697,3.6-7.2w
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,58.35616438356164,Y,1.2712328767123289,10.8-14.4w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,33.863013698630134,Y,1.0547945205479452,10.8-14.4w
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,41.863013698630134,Y,6.780821917808219,14.4-22.2w
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,47.92602739726028,Y,10.12054794520548,10.8-14.4w
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,36.863013698630134,Y,5.619178082191781,14.4-22.2w
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,Managers,2,approved,59.18082191780822,Y,2.213698630136986,10.8-14.4w
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,approved,52.07671232876712,Y,9.882191780821918,10.8-14.4w
F,N,Y,0,81000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,52.63013698630137,Y,6.723287671232876,7.2-10.8w
F,N,N,2,193500.0,Working,Higher education,Married,With parents,Unknown,4,approved,41.12602739726027,Y,20.86027397260274,14.4-22.2w
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,23.824657534246576,Y,2.9315068493150687,14.4-22.2w
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,61.85205479452055,N,,22.2-30w
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,47.293150684931504,Y,3.032876712328767,14.4-22.2w
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,Drivers,2,approved,50.23287671232877,Y,7.66027397260274,30-66w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,42.35342465753425,Y,1.7589041095890412,10.8-14.4w
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,Unknown,2,approved,28.71780821917808,Y,7.271232876712329,14.4-22.2w
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Private service staff,2,approved,31.09041095890411,Y,3.9342465753424656,14.4-22.2w
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,Accountants,2,approved,33.18904109589041,Y,10.96986301369863,10.8-14.4w
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,Sales staff,3,approved,37.413698630136984,Y,6.046575342465753,10.8-14.4w
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,42.76986301369863,N,,7.2-10.8w
M,Y,N,0,292500.0,Commercial associate,Higher education,not married,House / apartment,Laborers,1,approved,38.49315068493151,Y,10.082191780821917,22.2-30w
M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,Managers,3,approved,31.594520547945205,Y,13.471232876712328,30-66w
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,48.583561643835615,Y,15.402739726027397,14.4-22.2w
F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,40.75616438356165,Y,1.9616438356164383,10.8-14.4w
F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.47123287671233,N,,3.6-7.2w
M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,41.45479452054794,Y,4.016438356164383,14.4-22.2w
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,45.49315068493151,Y,3.723287671232877,14.4-22.2w
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,27.994520547945207,Y,0.8575342465753425,14.4-22.2w
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,40.917808219178085,Y,4.802739726027397,10.8-14.4w
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,approved,43.673972602739724,Y,15.972602739726028,14.4-22.2w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,66.68493150684931,N,,14.4-22.2w
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,approved,44.61917808219178,Y,4.594520547945206,22.2-30w
F,Y,N,0,162000.0,Working,Incomplete higher,not married,House / apartment,Managers,1,approved,31.24931506849315,Y,8.432876712328767,14.4-22.2w
M,Y,Y,0,202500.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,49.56986301369863,Y,8.386301369863014,14.4-22.2w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,61.26575342465753,N,,14.4-22.2w
F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,25.07945205479452,Y,0.5123287671232877,22.2-30w
F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,Sales staff,2,approved,36.58904109589041,Y,1.7123287671232876,14.4-22.2w
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,62.97260273972603,N,,30-66w
F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.778082191780825,N,,7.2-10.8w
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.95342465753425,N,,7.2-10.8w
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,67.34246575342466,N,,10.8-14.4w
F,N,Y,0,112500.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,43.394520547945206,Y,3.7835616438356166,10.8-14.4w
M,Y,N,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,25.16986301369863,Y,0.8438356164383561,22.2-30w
M,Y,Y,0,225000.0,Commercial associate,Higher education,not married,House / apartment,Unknown,1,approved,32.131506849315066,Y,2.5534246575342467,22.2-30w
F,N,Y,0,202500.0,State servant,Secondary / secondary special,not married,House / apartment,Medicine staff,1,approved,63.94794520547945,Y,14.895890410958904,14.4-22.2w
F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Unknown,2,approved,26.473972602739725,Y,0.5972602739726027,14.4-22.2w
M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,High skill tech staff,4,approved,29.964383561643835,Y,4.2164383561643834,22.2-30w
F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,Unknown,2,approved,33.558904109589044,Y,8.753424657534246,10.8-14.4w
F,N,Y,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Sales staff,1,approved,52.74520547945205,Y,5.635616438356164,22.2-30w
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,42.24931506849315,Y,3.282191780821918,14.4-22.2w
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,51.28493150684932,Y,4.035616438356165,10.8-14.4w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.73698630136986,N,,10.8-14.4w
F,Y,N,0,90000.0,Working,Higher education,not married,House / apartment,Core staff,1,approved,43.75068493150685,Y,15.021917808219179,7.2-10.8w
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,2,approved,45.09315068493151,Y,1.9287671232876713,7.2-10.8w
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,61.55068493150685,Y,35.26027397260274,7.2-10.8w
F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,High skill tech staff,2,approved,44.967123287671235,Y,1.704109589041096,10.8-14.4w
M,Y,Y,0,495000.0,Working,Secondary / secondary special,not married,Rented apartment,Cooking staff,1,approved,39.33698630136986,Y,14.72054794520548,30-66w
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,37.87945205479452,Y,19.528767123287672,10.8-14.4w
M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,Managers,3,approved,30.443835616438356,Y,1.284931506849315,30-66w
M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,34.967123287671235,Y,6.178082191780822,22.2-30w
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.87671232876713,N,,7.2-10.8w
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,36.93972602739726,Y,14.643835616438356,7.2-10.8w
M,Y,Y,0,450000.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,43.726027397260275,Y,9.791780821917808,30-66w
F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Accountants,1,approved,50.895890410958906,Y,6.6876712328767125,30-66w
M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,Unknown,2,approved,24.673972602739727,Y,0.44931506849315067,22.2-30w
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,approved,53.23561643835617,Y,17.057534246575344,14.4-22.2w
F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,51.865753424657534,Y,18.295890410958904,7.2-10.8w
F,N,Y,0,112500.0,Working,Higher education,Married,With parents,Core staff,2,approved,25.506849315068493,Y,2.26027397260274,10.8-14.4w
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Laborers,2,approved,28.542465753424658,Y,5.545205479452055,10.8-14.4w
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,42.71232876712329,Y,2.4383561643835616,7.2-10.8w
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,44.47671232876712,Y,16.643835616438356,14.4-22.2w
M,N,N,0,225000.0,Working,Higher education,not married,House / apartment,Unknown,1,approved,27.852054794520548,Y,4.86027397260274,22.2-30w
M,Y,Y,0,225000.0,Working,Secondary / secondary special,not married,House / apartment,Managers,1,approved,27.882191780821916,Y,0.5178082191780822,22.2-30w
F,N,Y,0,202500.0,Working,Incomplete higher,not married,House / apartment,Core staff,1,approved,50.94794520547945,Y,19.96712328767123,14.4-22.2w
F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,Unknown,3,approved,31.421917808219177,Y,1.8794520547945206,10.8-14.4w
F,N,N,1,387000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,3,approved,41.6986301369863,Y,1.9917808219178081,30-66w
F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,40.4027397260274,Y,8.846575342465753,14.4-22.2w
M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Married,Office apartment,Security staff,3,approved,49.1013698630137,Y,9.465753424657533,>66w
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,27.602739726027398,Y,1.2602739726027397,10.8-14.4w
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.33424657534247,N,,10.8-14.4w
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,55.657534246575345,Y,14.942465753424658,14.4-22.2w
F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,55.16438356164384,N,,14.4-22.2w
F,N,Y,0,112500.0,State servant,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,56.37534246575343,Y,35.64383561643836,10.8-14.4w
M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,42.446575342465756,N,,22.2-30w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,46.967123287671235,Y,15.087671232876712,10.8-14.4w
F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,43.8054794520548,Y,18.19178082191781,7.2-10.8w
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,37.04109589041096,Y,15.035616438356165,10.8-14.4w
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,54.9972602739726,Y,0.6054794520547945,7.2-10.8w
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,Drivers,4,approved,40.16164383561644,Y,0.34794520547945207,10.8-14.4w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,64.73150684931507,N,,14.4-22.2w
F,N,Y,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,Private service staff,3,approved,43.76712328767123,Y,24.0,14.4-22.2w
M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,61.23561643835617,N,,3.6-7.2w
F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,Core staff,3,approved,44.778082191780825,Y,2.367123287671233,14.4-22.2w
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,approved,54.46849315068493,Y,21.145205479452056,14.4-22.2w
M,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Core staff,2,approved,48.04931506849315,Y,1.6794520547945206,10.8-14.4w
F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,33.4027397260274,Y,8.556164383561644,14.4-22.2w
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,60.367123287671234,N,,7.2-10.8w
